customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,policy_type,vehicle_class,total_claim_amount,clean_complaints
XW90265,Arizona,Female,Bachelor,5773.520699999999,81676.0,72.0,Personal Auto,Two-Door Car,463.158502,0
HS67749,California,Male,College,6847.1189,71038.0,86.0,Corporate Auto,Four-Door Car,205.444066,0
VZ51506,Arizona,Female,High School or Below,3595.3129,0.0,103.0,Corporate Auto,Luxury,741.6,0
UI64281,Nevada,Female,Master,22855.6121,20832.0,65.0,Personal Auto,Two-Door Car,56.371967,0
AE98193,Washington,Male,High School or Below,7859.4146,0.0,113.0,Personal Auto,SUV,813.6,0
AZ74055,Oregon,Male,High School or Below,4115.5774,52405.0,103.0,Personal Auto,Four-Door Car,494.4,0
XS76911,Arizona,Female,High School or Below,5029.6388,0.0,133.0,Personal Auto,Luxury,795.864079,0
AY40674,Washington,Female,Bachelor,4821.4185,26583.0,1005.0,Personal Auto,SUV,614.4,4
NA12740,Oregon,Male,Master,5004.3105,25486.0,65.0,Special Auto,Two-Door Car,72.438681,0
UA84837,Arizona,Male,College,8630.0539,24065.0,111.0,Corporate Auto,Four-Door Car,532.8,0
DJ51510,Arizona,Female,High School or Below,9322.0851,70435.0,116.0,Personal Auto,Four-Door Car,67.881546,0
VM58985,California,Male,College,16727.5606,0.0,76.0,Personal Auto,Two-Door Car,402.636829,2
OH60605,Oregon,Female,High School or Below,3652.5324,39679.0,92.0,Personal Auto,Two-Door Car,641.388616,0
UO98052,Nevada,Male,College,6158.6012,0.0,89.0,Personal Auto,Four-Door Car,342.481173,0
NC53424,California,Male,Bachelor,4376.084,0.0,69.0,Personal Auto,Two-Door Car,331.2,4
LQ13873,Nevada,Male,High School or Below,5569.4562,53565.0,71.0,Personal Auto,Four-Door Car,340.8,1
LA97014,Washington,Male,Bachelor,2576.513,37574.0,66.0,Personal Auto,Two-Door Car,412.101933,1
NB79936,Washington,Male,Bachelor,8346.983199999999,48259.0,108.0,Personal Auto,Two-Door Car,73.700573,0
NT89061,Arizona,Female,High School or Below,6323.9239,78532.0,78.0,Personal Auto,Four-Door Car,374.4,0
AF10970,Arizona,Female,Bachelor,5973.1434,96163.0,73.0,Corporate Auto,Four-Door Car,350.4,0
ZG48513,California,Male,Bachelor,4706.677,0.0,72.0,Personal Auto,Four-Door Car,345.6,0
JQ59145,California,U,High School or Below,8093.4103000000005,0.0,114.0,Personal Auto,Luxury,722.024742,1
FE84989,Washington,U,College,5035.7446,72672.0,63.0,Personal Auto,Four-Door Car,259.361117,0
JT52858,Oregon,Female,Bachelor,9027.8672,99002.0,112.0,Personal Auto,Four-Door Car,537.6,1
MC62068,California,U,High School or Below,7288.8848,79494.0,91.0,Personal Auto,Four-Door Car,396.295614,0
EU27538,Oregon,U,Master,18042.4794,35704.0,225.0,Personal Auto,Luxury,358.281562,0
RH42306,Arizona,Female,Bachelor,4992.063,0.0,71.0,Corporate Auto,Four-Door Car,653.388564,0
US23612,Oregon,Female,High School or Below,9102.2678,26049.0,118.0,Personal Auto,Two-Door Car,121.032372,0
WV76014,Arizona,U,Doctor,2540.4076999999997,70125.0,64.0,Special Auto,Four-Door Car,92.813396,0
RK96223,California,U,College,12941.891899999999,52369.0,110.0,Personal Auto,SUV,528.0,1
MF82000,Washington,Female,Bachelor,2365.3486,0.0,66.0,Special Auto,Four-Door Car,159.636956,2
FM46980,Arizona,U,College,5720.7651000000005,41770.0,72.0,Personal Auto,Four-Door Car,476.156957,0
SY56792,Oregon,U,High School or Below,7035.534100000001,0.0,101.0,Corporate Auto,Four-Door Car,727.2,0
RF61565,California,Male,College,2636.9777000000004,31911.0,67.0,Personal Auto,Four-Door Car,321.6,0
IM94808,Nevada,Male,Bachelor,5395.831999999999,70051.0,68.0,Corporate Auto,Four-Door Car,42.078345,0
VI14730,Oregon,Male,High School or Below,8382.6301,19683.0,117.0,Personal Auto,Luxury,561.6,1
YR34119,Washington,Female,College,31161.7452,30916.0,112.0,Personal Auto,SUV,200.11606,0
RR77985,Oregon,Female,Bachelor,2887.7423,0.0,80.0,Personal Auto,Four-Door Car,676.944023,0
QD28391,Washington,Male,College,7425.8453,84302.0,62.0,Personal Auto,Four-Door Car,76.609295,0
WV17090,California,Male,Bachelor,25585.727799999997,0.0,116.0,Corporate Auto,SUV,830.623064,0
TM23514,Oregon,Male,College,10272.608199999999,60145.0,132.0,Personal Auto,SUV,580.473259,0
MQ68407,Oregon,Female,Bachelor,4376.3636,63774.0,111.0,Personal Auto,Four-Door Car,60.036683,0
GJ59592,California,Female,Bachelor,5318.8966,25134.0,67.0,Corporate Auto,Four-Door Car,321.6,0
FY56083,Oregon,Male,Bachelor,4719.7622,37057.0,61.0,Personal Auto,Four-Door Car,47.53101,1
UA94723,Oregon,Female,High School or Below,4428.031599999999,58577.0,110.0,Personal Auto,SUV,303.872752,0
FW91032,California,Male,High School or Below,5879.1761,85857.0,73.0,Corporate Auto,Four-Door Car,100.620067,0
DE34457,Oregon,Female,Doctor,9416.9085,70602.0,116.0,Personal Auto,SUV,481.339891,0
HD32044,Oregon,Female,Master,8288.1556,33816.0,106.0,Corporate Auto,Four-Door Car,508.8,2
HH30454,Oregon,Male,Bachelor,32654.8383,0.0,153.0,Personal Auto,SUV,1101.6,0
AH84063,Oregon,Female,College,4719.4501,89642.0,121.0,Corporate Auto,SUV,86.320022,4
QA17596,California,Female,Bachelor,3903.4748,60068.0,98.0,Personal Auto,Two-Door Car,470.4,0
XI41052,California,Female,Bachelor,5457.2597,50044.0,139.0,Personal Auto,SUV,667.2,0
DI30528,California,Female,Master,2725.3564,36650.0,69.0,Personal Auto,Four-Door Car,56.60333,1
SC66359,Arizona,Female,College,4433.9737,50653.0,110.0,Corporate Auto,SUV,262.865172,0
EN61670,Arizona,Female,Doctor,5332.4627,68931.0,66.0,Personal Auto,Four-Door Car,309.577946,0
DQ10761,Oregon,Male,Bachelor,2315.095,0.0,73.0,Corporate Auto,Four-Door Car,350.4,1
BQ51587,California,Female,College,5411.9537,0.0,73.0,Personal Auto,Four-Door Car,365.364581,0
JE21522,California,Male,Bachelor,9587.3323,39266.0,80.0,Personal Auto,Four-Door Car,384.0,0
WS47147,California,Male,College,22103.507200000004,0.0,102.0,Personal Auto,SUV,489.6,0
ZA64638,Nevada,Female,High School or Below,9764.9453,0.0,98.0,Personal Auto,Four-Door Car,705.6,1
EW38459,Nevada,Female,Bachelor,2567.1515,40864.0,65.0,Corporate Auto,Four-Door Car,9.51528,0
QW87316,Oregon,Female,College,2650.6228,39035.0,68.0,Personal Auto,Four-Door Car,244.564334,0
IC43478,California,Male,Bachelor,11264.3633,34923.0,98.0,Personal Auto,Two-Door Car,639.105556,0
TE34064,California,Male,High School or Below,2168.5235000000002,0.0,63.0,Personal Auto,Four-Door Car,453.6,0
WU60905,California,Female,High School or Below,8610.6675,0.0,111.0,Corporate Auto,SUV,532.8,0
YM18992,California,Female,College,2834.6462,24506.0,71.0,Personal Auto,Two-Door Car,511.2,0
PD55753,Oregon,Male,High School or Below,8930.1397,0.0,82.0,Personal Auto,Four-Door Car,554.522969,0
KU56006,Arizona,Female,College,5536.387,52220.0,70.0,Personal Auto,Four-Door Car,336.0,1
MJ69973,Arizona,Male,High School or Below,2840.8543,0.0,74.0,Personal Auto,Two-Door Car,402.449823,0
TW43626,California,Male,College,8082.880999999999,53554.0,67.0,Personal Auto,Four-Door Car,327.020539,0
XX84133,California,Male,Bachelor,5254.7343,34476.0,67.0,Corporate Auto,Four-Door Car,5.3953,1
ZW84453,Arizona,Female,Bachelor,5116.2376,0.0,70.0,Personal Auto,Four-Door Car,131.401291,0
HO29524,California,Male,College,3034.647,68205.0,76.0,Personal Auto,Two-Door Car,99.382943,0
VE89726,California,Female,High School or Below,8024.8999,0.0,119.0,Personal Auto,SUV,856.8,1
GE87503,California,Male,High School or Below,18211.143200000002,53690.0,154.0,Personal Auto,SUV,739.2,0
PX90263,Oregon,Male,High School or Below,5121.5633,0.0,72.0,Personal Auto,Four-Door Car,518.4,0
NI17718,California,Female,High School or Below,2150.1785999999997,0.0,61.0,Personal Auto,Four-Door Car,292.8,0
FY32213,California,Female,High School or Below,5595.3899,74454.0,71.0,Personal Auto,Four-Door Car,340.8,0
RZ13254,Nevada,Female,Bachelor,7562.8240000000005,0.0,73.0,Personal Auto,Four-Door Car,350.4,0
GN45013,Oregon,Male,High School or Below,5385.8532,29664.0,71.0,Personal Auto,Four-Door Car,340.8,0
NM39588,Washington,Female,Doctor,2678.0583,72450.0,66.0,Corporate Auto,Four-Door Car,84.218363,0
KU84464,Nevada,Female,Bachelor,9422.5679,47272.0,79.0,Personal Auto,Four-Door Car,64.546877,3
YH43527,Oregon,Female,College,3605.8603000000003,21585.0,92.0,Corporate Auto,Four-Door Car,441.6,0
RO30676,California,Female,College,7762.5906,23827.0,106.0,Personal Auto,Four-Door Car,37.910623,2
QL59704,Arizona,Female,College,23444.9005,69906.0,74.0,Corporate Auto,Four-Door Car,202.860399,2
QH19450,California,Female,High School or Below,2558.1782000000003,0.0,72.0,Corporate Auto,Four-Door Car,345.6,0
SA54664,Washington,Male,Master,2654.381,73196.0,66.0,Personal Auto,Four-Door Car,85.809817,1
CI38330,Washington,Male,Bachelor,2549.7861,72217.0,6464.0,Personal Auto,Four-Door Car,91.146661,0
WB38524,California,Male,High School or Below,2969.5933,46131.0,74.0,Personal Auto,Two-Door Car,355.2,0
CE56187,Oregon,Female,Master,4363.1246,54514.0,109.0,Personal Auto,SUV,286.234931,3
JL19416,California,Female,High School or Below,5884.3086,0.0,161.0,Personal Auto,SUV,1159.2,0
JZ61422,Nevada,Female,College,5272.1916,96668.0,66.0,Personal Auto,Four-Door Car,316.8,0
LA13377,California,Male,Doctor,5509.895699999999,78879.0,69.0,Personal Auto,Four-Door Car,466.570791,1
NC99948,Nevada,Male,College,16313.683500000001,0.0,69.0,Personal Auto,Four-Door Car,331.2,0
QD34785,Arizona,Female,Bachelor,5678.050200000001,0.0,76.0,Personal Auto,Four-Door Car,364.8,0
RO26085,California,Female,Bachelor,12101.208799999999,0.0,112.0,Personal Auto,Luxury,1252.406235,0
ES57969,Oregon,Male,Bachelor,2453.5708,29735.0,69.0,Personal Auto,Four-Door Car,331.2,0
JK55587,California,Male,High School or Below,5075.6627,23082.0,65.0,Special Auto,Four-Door Car,312.0,0
RN97635,Arizona,Male,Bachelor,3214.9794,53984.0,80.0,Corporate Auto,Four-Door Car,421.484456,0
BI76326,California,Female,College,12275.3431,52135.0,156.0,Personal Auto,SUV,430.505942,0
JA34909,California,Female,College,2722.2107,17576.0,71.0,Corporate Auto,Four-Door Car,398.502948,0
OJ90342,Oregon,Female,Bachelor,2457.4409,29486.0,62.0,Personal Auto,Four-Door Car,7.646763,0
CM88932,Oregon,Female,Master,3554.8453000000004,58557.0,88.0,Corporate Auto,Four-Door Car,55.510526,0
JJ97525,California,Male,Bachelor,4929.5497,25632.0,63.0,Personal Auto,Two-Door Car,351.270869,0
XV21647,California,Female,High School or Below,8036.4503,0.0,112.0,Personal Auto,Luxury,806.4,0
MC83487,Arizona,Male,Bachelor,4276.915300000001,18768.0,68.0,Corporate Auto,Four-Door Car,647.454583,3
BL90769,California,Female,Bachelor,33473.349500000004,33190.0,106.0,Personal Auto,SUV,508.8,0
CR57148,Oregon,Female,Master,5960.5814,47945.0,74.0,Personal Auto,Two-Door Car,128.43823,0
CP85232,Arizona,Male,College,44795.4694,58778.0,126.0,Special Auto,SUV,302.033971,0
YL74732,California,Female,High School or Below,3832.1181,15192.0,100.0,Personal Auto,SUV,480.0,0
FG16766,California,Female,Bachelor,6837.9326,51859.0,171.0,Personal Auto,SUV,1003.160633,0
NV55438,Nevada,Female,High School or Below,5285.2681999999995,23422.0,72.0,Personal Auto,Two-Door Car,518.4,0
RM10880,California,Female,College,3096.5112,21604.0,79.0,Corporate Auto,Four-Door Car,379.2,0
GL56175,Arizona,Male,College,3589.7107,79298.0,90.0,Personal Auto,Four-Door Car,244.362072,0
UK52289,Arizona,Female,Bachelor,2582.4085,76731.0,64.0,Special Auto,Four-Door Car,201.455005,0
OT85112,Washington,Male,College,3403.9194,38460.0,88.0,Personal Auto,Four-Door Car,91.55098,1
BC62782,Arizona,Female,College,13575.676000000001,48534.0,115.0,Personal Auto,SUV,552.0,1
TI19722,Washington,Male,Doctor,3436.1342999999997,30817.0,88.0,Corporate Auto,Four-Door Car,91.834668,0
JP30654,Oregon,Female,College,28685.8279,48412.0,104.0,Personal Auto,SUV,707.430832,0
UM45563,Washington,Male,Bachelor,4502.6797,68798.0,114.0,Personal Auto,SUV,92.915251,0
EN60878,Oregon,Male,Bachelor,6183.1115,23712.0,85.0,Personal Auto,Four-Door Car,376.126419,0
JF36291,California,Male,College,3873.647,28142.0,105.0,Personal Auto,Luxury,701.708239,0
BK59444,California,Female,Master,18929.3306,72196.0,68.0,Personal Auto,Four-Door Car,152.184244,0
MK70700,California,Male,Master,5553.2958,68197.0,69.0,Personal Auto,Four-Door Car,176.819414,0
IW71076,California,Male,Bachelor,5011.2591999999995,75248.0,63.0,Corporate Auto,Four-Door Car,104.454624,0
AP98768,California,Female,College,10442.4463,0.0,98.0,Personal Auto,Four-Door Car,941.718054,0
OM24164,Nevada,Male,Bachelor,2199.6178,0.0,65.0,Personal Auto,Two-Door Car,468.0,1
HR85211,Washington,Female,Master,5123.1709,89879.0,63.0,Personal Auto,Two-Door Car,94.030308,0
VC87846,Oregon,Male,High School or Below,7484.3105000000005,46998.0,96.0,Corporate Auto,Four-Door Car,460.8,0
ZM92052,Oregon,Male,Bachelor,2613.0231,57099.0,67.0,Personal Auto,Two-Door Car,67.859881,0
ON73702,Arizona,Female,Bachelor,9080.6397,33897.0,114.0,Corporate Auto,SUV,539.843003,0
QQ90441,Nevada,Female,High School or Below,13770.976200000001,59207.0,116.0,Personal Auto,Four-Door Car,556.8,0
HU35721,Oregon,Male,High School or Below,2876.8228999999997,40171.0,73.0,Personal Auto,Four-Door Car,350.4,0
YP47665,Washington,Male,Doctor,5408.9115,80192.0,67.0,Personal Auto,Four-Door Car,95.193157,0
FU99476,Washington,Male,High School or Below,6770.3068,74422.0,85.0,Personal Auto,Four-Door Car,95.338505,1
AG85615,Oregon,Male,College,24143.8756,0.0,87.0,Special Auto,Four-Door Car,626.4,0
OY74069,Arizona,Female,College,3538.0595000000003,0.0,67.0,Personal Auto,Four-Door Car,321.6,5
DJ91267,Nevada,Female,Bachelor,29091.2394,34226.0,244.0,Personal Auto,Luxury,494.395024,0
KB72438,California,Female,High School or Below,19834.2012,65989.0,123.0,Personal Auto,SUV,115.545086,1
TR67616,Oregon,Male,High School or Below,4731.367,30686.0,61.0,Corporate Auto,Four-Door Car,19.938981,0
GF65731,California,Female,Master,35537.846,0.0,113.0,Personal Auto,Luxury,799.926741,0
HB67642,Arizona,Female,High School or Below,34611.379,20090.0,109.0,Personal Auto,Luxury,523.2,0
DP84567,California,Male,High School or Below,20216.3088,0.0,183.0,Personal Auto,Luxury,878.4,0
VV77534,Oregon,Male,College,13976.5193,77094.0,176.0,Personal Auto,SUV,444.470676,0
GL67540,California,Female,College,5904.088199999999,97413.0,73.0,Personal Auto,Four-Door Car,268.819985,0
SV50502,Oregon,Female,Master,5595.835,79189.0,69.0,Corporate Auto,Four-Door Car,331.2,0
UK59698,California,Female,High School or Below,2294.3035999999997,0.0,62.0,Personal Auto,Two-Door Car,297.6,0
OA57352,Arizona,Female,College,6273.911899999999,18577.0,86.0,Personal Auto,Four-Door Car,412.8,0
ZF84449,Oregon,Female,College,3726.728,0.0,112.0,Special Auto,Luxury,806.4,1
AX86150,Washington,Male,High School or Below,2656.7131,62777.0,67.0,Personal Auto,Two-Door Car,101.288069,0
HG39060,Oregon,U,Bachelor,5110.6808,0.0,74.0,Corporate Auto,Four-Door Car,532.8,0
EM29359,Nevada,U,College,7126.596500000001,17483.0,183.0,Personal Auto,Luxury,1317.6,0
SF57173,Oregon,U,Master,4601.634099999999,84394.0,114.0,Personal Auto,SUV,691.412378,0
OT47603,Oregon,U,College,9155.2397,0.0,127.0,Personal Auto,Luxury,804.811859,0
SW31412,Oregon,Female,College,14808.0562,41440.0,62.0,Personal Auto,Four-Door Car,297.6,1
JS36322,Arizona,U,High School or Below,8901.678399999999,0.0,136.0,Personal Auto,Luxury,1090.86434,1
RE81445,Oregon,Female,College,5734.598199999999,98132.0,71.0,Personal Auto,Two-Door Car,50.587035,0
RM24280,Oregon,Female,High School or Below,4177.697,0.0,112.0,Personal Auto,Four-Door Car,537.6,0
LC25393,California,U,Bachelor,27776.2891,88220.0,230.0,Personal Auto,Luxury,151.528482,0
UX38930,Arizona,Female,Master,10364.3475,58327.0,129.0,Personal Auto,SUV,347.075948,0
HD95496,Oregon,U,Master,7851.9014,25950.0,66.0,Personal Auto,Two-Door Car,271.697529,0
RX24650,Oregon,U,High School or Below,4772.9438,20993.0,133.0,Corporate Auto,SUV,638.4,0
DW19309,Oregon,U,High School or Below,14226.5049,65726.0,177.0,Corporate Auto,SUV,849.6,0
MT41386,Washington,Male,Bachelor,2875.4323999999997,84768.0,72.0,Personal Auto,Two-Door Car,110.484661,0
WZ40465,Washington,Female,Bachelor,5041.2996,36234.0,63.0,Personal Auto,Four-Door Car,113.534474,0
DB42794,California,U,College,4362.9312,58842.0,110.0,Personal Auto,Four-Door Car,528.0,0
JB50798,Oregon,Female,Master,9624.5244,25629.0,124.0,Corporate Auto,Luxury,595.2,2
IP69763,Washington,Female,College,21914.405499999997,77311.0,181.0,Personal Auto,SUV,113.609508,0
TE35785,California,U,Doctor,6948.4222,0.0,196.0,Personal Auto,Luxury,1337.063487,2
HX74855,Washington,Male,High School or Below,2471.5284,95697.0,61.0,Personal Auto,Two-Door Car,114.273025,0
QN65180,Oregon,Female,Bachelor,21903.9136,22254.0,79.0,Personal Auto,Four-Door Car,125.194389,0
GE47180,Nevada,U,High School or Below,9028.8214,65974.0,113.0,Personal Auto,Luxury,235.220971,0
VQ38776,Oregon,Female,College,5303.759499999999,0.0,76.0,Personal Auto,Four-Door Car,395.34111,0
BH86846,Washington,Male,High School or Below,20708.2588,92079.0,65.0,Corporate Auto,Four-Door Car,114.798771,1
IN17648,Nevada,U,High School or Below,5123.7681,0.0,74.0,Personal Auto,Two-Door Car,772.798511,0
DF95759,Oregon,U,College,9492.343,0.0,132.0,Personal Auto,SUV,633.6,0
QG45324,Oregon,Female,High School or Below,8204.8632,0.0,73.0,Personal Auto,Four-Door Car,350.4,0
MN61620,Arizona,Female,College,9877.295699999999,67752.0,131.0,Personal Auto,Luxury,168.517149,4
YH86390,California,Female,Bachelor,4815.0097,25398.0,64.0,Corporate Auto,Four-Door Car,307.2,0
FY13480,California,U,High School or Below,6277.0117,0.0,88.0,Personal Auto,Four-Door Car,633.6,0
YH61661,California,Male,High School or Below,8260.639799999999,33321.0,105.0,Special Auto,SUV,504.0,0
NL93182,Nevada,Male,Bachelor,2549.45,0.0,78.0,Corporate Auto,Four-Door Car,845.654042,0
LN31673,Washington,U,College,11318.0898,38923.0,99.0,Personal Auto,Four-Door Car,115.728852,2
WE68644,Oregon,Female,Bachelor,3803.9218,20325.0,100.0,Personal Auto,Luxury,668.29397,0
EZ30498,Oregon,Male,Bachelor,8635.4035,13129.0,117.0,Personal Auto,SUV,700.901632,0
QY74517,Oregon,Female,High School or Below,5510.559,0.0,73.0,Personal Auto,Four-Door Car,525.6,0
NM88660,Nevada,Male,Master,3585.8840999999998,49080.0,91.0,Corporate Auto,Four-Door Car,25.299,0
MZ82036,Nevada,Male,College,4889.2528,42536.0,63.0,Personal Auto,Four-Door Car,375.330097,0
ID20929,Oregon,Male,Bachelor,2756.9417,29926.0,74.0,Corporate Auto,Four-Door Car,418.233667,0
EY50028,Nevada,Male,Doctor,3289.5474,0.0,86.0,Corporate Auto,Two-Door Car,398.240791,0
TT82373,California,Female,Bachelor,10937.178500000002,21450.0,138.0,Personal Auto,Luxury,938.513425,0
OH64088,California,Male,High School or Below,7375.5679,33345.0,65.0,Corporate Auto,Four-Door Car,338.619869,0
SK97780,California,Female,Bachelor,10110.778199999999,15752.0,90.0,Corporate Auto,Two-Door Car,339.344531,0
IO33050,Oregon,Female,High School or Below,5119.4143,40169.0,65.0,Personal Auto,Four-Door Car,302.818833,1
XA55917,California,Female,College,8533.832,26049.0,113.0,Personal Auto,SUV,619.165344,1
JK32620,Nevada,Male,College,2224.768,0.0,68.0,Personal Auto,Four-Door Car,326.4,0
RQ19236,Arizona,Male,Doctor,8042.8038,55411.0,100.0,Personal Auto,Luxury,259.561195,0
QC47433,Oregon,Male,College,2554.4371,12459.0,70.0,Personal Auto,Four-Door Car,336.0,0
RA93608,Oregon,Male,Bachelor,18073.94,64620.0,76.0,Personal Auto,Two-Door Car,364.8,1
XH97711,California,Male,Bachelor,2430.5066,83140.0,61.0,Corporate Auto,Four-Door Car,179.161843,0
AU96286,Oregon,Female,Bachelor,3167.6584000000003,0.0,92.0,Corporate Auto,Four-Door Car,662.4,0
KC17170,Arizona,Female,Bachelor,5465.604,54422.0,68.0,Corporate Auto,Four-Door Car,75.501852,0
ZN47335,California,Male,College,10357.5142,68309.0,131.0,Corporate Auto,SUV,306.983596,0
EI46264,California,Male,High School or Below,2537.8139,56621.0,65.0,Personal Auto,Four-Door Car,84.026848,2
EK87864,Arizona,Female,College,2821.9471999999996,38977.0,70.0,Special Auto,Four-Door Car,139.489926,0
GV45403,Arizona,Male,Bachelor,7757.128100000001,0.0,111.0,Corporate Auto,Two-Door Car,607.4459,0
QK31192,Arizona,Male,High School or Below,4079.1327,0.0,114.0,Corporate Auto,Two-Door Car,631.124372,0
LU89008,Arizona,Female,College,5955.544599999999,0.0,83.0,Personal Auto,Four-Door Car,628.023494,0
NS10490,Oregon,Female,Bachelor,14158.6136,83235.0,70.0,Personal Auto,Two-Door Car,336.0,0
KL98495,Nevada,Male,College,8487.238000000001,0.0,74.0,Personal Auto,Two-Door Car,426.655599,0
IU96845,Arizona,Male,College,6285.4769,32390.0,80.0,Personal Auto,Four-Door Car,91.417923,0
QL93655,Oregon,Female,High School or Below,11473.4815,66538.0,95.0,Personal Auto,Two-Door Car,317.844812,0
PF40592,Washington,Female,College,4942.6306,23285.0,65.0,Personal Auto,Two-Door Car,118.446235,0
LZ34046,Oregon,Male,Bachelor,23594.6802,76358.0,66.0,Personal Auto,Four-Door Car,86.461582,0
JC80093,Washington,Male,Master,2572.5066,21104.0,66.0,Personal Auto,Four-Door Car,118.454974,0
YE88490,Arizona,Female,College,5380.8985999999995,55350.0,67.0,Personal Auto,Four-Door Car,321.6,0
YC80498,California,Female,College,4770.5509,12964.0,65.0,Personal Auto,Two-Door Car,362.774545,0
AI85843,Arizona,Female,Master,6756.6514,33288.0,86.0,Personal Auto,Four-Door Car,221.856184,2
XD66024,Arizona,Female,College,5936.0118,0.0,84.0,Personal Auto,Four-Door Car,980.169081,0
FY51713,Arizona,Female,Bachelor,3570.7605,56168.0,88.0,Personal Auto,Four-Door Car,614.675906,0
PH26378,California,Male,College,6019.9605,0.0,92.0,Personal Auto,Four-Door Car,662.4,0
WQ18638,Oregon,Male,High School or Below,5426.8640000000005,23105.0,69.0,Personal Auto,Two-Door Car,331.2,0
KY14688,Oregon,Female,Master,2730.3138,36218.0,68.0,Personal Auto,Four-Door Car,145.252168,0
TC97762,California,Female,High School or Below,4982.6814,52275.0,62.0,Corporate Auto,Four-Door Car,374.240783,0
QC87108,Oregon,Female,College,8769.266800000001,49665.0,74.0,Personal Auto,Four-Door Car,355.2,0
CX12134,Nevada,Male,High School or Below,4220.6134999999995,32471.0,110.0,Personal Auto,Two-Door Car,528.0,0
SM73248,Arizona,Male,High School or Below,11537.5051,0.0,86.0,Corporate Auto,Two-Door Car,619.2,1
CK19789,California,Female,Master,5887.182,62773.0,73.0,Personal Auto,Four-Door Car,80.669257,0
UV12583,California,Female,College,4700.5838,76694.0,117.0,Personal Auto,SUV,561.6,0
JC11405,Oregon,Male,High School or Below,10963.957199999999,55687.0,276.0,Personal Auto,Luxury,1324.8,0
KA89683,Arizona,Female,High School or Below,2523.1711999999998,0.0,70.0,Personal Auto,Four-Door Car,504.0,0
BG85305,Nevada,Male,Doctor,3757.8046999999997,36633.0,96.0,Personal Auto,Four-Door Car,460.8,1
UQ87917,Oregon,Male,High School or Below,12941.7335,77060.0,106.0,Personal Auto,SUV,468.566133,0
XN11823,Nevada,Female,Bachelor,3764.4651,92600.0,94.0,Corporate Auto,Two-Door Car,842.43785,0
OS46571,California,Male,High School or Below,6889.557,0.0,66.0,Personal Auto,Four-Door Car,475.2,0
PX17116,Nevada,Male,College,3623.4541999999997,0.0,111.0,Corporate Auto,SUV,1171.93117,2
RP19541,Arizona,Male,College,7582.1138,64801.0,64.0,Personal Auto,Four-Door Car,268.471802,0
ZR25747,Oregon,Female,College,8277.7456,45257.0,103.0,Corporate Auto,Two-Door Car,494.4,0
NQ86532,California,Male,High School or Below,2576.4556,26854.0,66.0,Personal Auto,Four-Door Car,475.2,0
JY27336,Oregon,Female,College,8205.3879,85840.0,102.0,Corporate Auto,SUV,138.722385,2
PB54378,Oregon,Female,Doctor,19582.4689,26463.0,72.0,Corporate Auto,Four-Door Car,345.6,0
SV38190,Nevada,Female,Bachelor,6481.5266,30689.0,81.0,Personal Auto,Four-Door Car,467.24802,0
CV24005,Oregon,Male,High School or Below,2599.3109,29590.0,66.0,Corporate Auto,Two-Door Car,467.503236,0
EX28656,Oregon,Female,College,9830.3376,25965.0,253.0,Personal Auto,Luxury,1214.4,0
CF57022,Oregon,Male,Bachelor,10442.6514,17269.0,139.0,Personal Auto,SUV,667.2,0
GM16780,Oregon,Male,College,36057.537000000004,90330.0,137.0,Corporate Auto,Luxury,192.085299,3
BX94438,California,Female,High School or Below,8470.0368,0.0,113.0,Corporate Auto,SUV,619.973889,0
RM41745,California,Female,High School or Below,8278.7865,0.0,110.0,Personal Auto,Four-Door Car,1002.782553,0
XR70252,California,Female,High School or Below,4788.9326,0.0,67.0,Personal Auto,Two-Door Car,321.6,1
YH92099,Arizona,Female,Bachelor,3087.9999,18558.0,80.0,Special Auto,Four-Door Car,384.0,0
SG81493,Arizona,Male,Bachelor,4443.7362,46384.0,113.0,Corporate Auto,Four-Door Car,251.774574,0
ZX23819,Oregon,Female,High School or Below,7984.0865,0.0,72.0,Personal Auto,Two-Door Car,866.208321,0
FJ54907,Oregon,Female,College,7180.971,42303.0,180.0,Personal Auto,Luxury,1210.920949,0
CU26127,California,Female,Bachelor,15656.0343,71731.0,130.0,Corporate Auto,SUV,599.648466,0
YH60476,Oregon,Male,High School or Below,5780.182199999999,51066.0,74.0,Corporate Auto,Four-Door Car,787.993313,0
ZZ97035,California,Male,College,20714.9404,0.0,203.0,Corporate Auto,Luxury,2027.724442,0
GE82737,Nevada,Female,Bachelor,5337.3524,0.0,86.0,Personal Auto,Four-Door Car,619.2,3
KY21873,Arizona,Male,College,5050.8261999999995,0.0,69.0,Personal Auto,Two-Door Car,72.852047,0
UA51318,Arizona,Female,High School or Below,5116.624,26173.0,68.0,Corporate Auto,Four-Door Car,449.819671,1
BV55014,Oregon,Male,Bachelor,7268.736999999999,24445.0,63.0,Personal Auto,Two-Door Car,302.4,0
HX21307,Oregon,U,College,2616.6139000000003,72302.0,66.0,Personal Auto,Two-Door Car,316.8,0
LQ68252,Oregon,U,High School or Below,3738.4362,27208.0,102.0,Personal Auto,SUV,489.6,0
CR92802,California,Female,Master,2725.3564,36650.0,69.0,Special Auto,Four-Door Car,56.60333,1
SL35268,Arizona,U,College,5453.8612,30855.0,68.0,Corporate Auto,Four-Door Car,259.060862,0
